page	rotation
07_159r	0
07_159v	0
07_160r	0
07_160v	0
07_161r	0
07_161v	0
07_162r	0
07_162v	0
07_163r	0
07_163v	0
07_164r	0
07_164v	0
07_165r	0
07_165v	270
07_166r	0
07_166v	0
07_167r	0
07_167v	0
07_168r	0
07_168v	270
07_169r	0
07_169v	0
07_170r	0
07_170v	270
07_171r	0
07_171v	90
07_172r	0
07_172v	0
07_173r	0
07_173v	0
07_174r	0
07_174v	0
07_175r	0
07_175v	0
07_176r	0
07_176v	0
07_177r	0
07_177v	0
07_178r	0
07_178v	0
07_179r	0
07_179v	0
07_180r	0
07_180v	0
07_181r	0
07_181v	270
07_182r	0
07_182v	0
07_183r	0
07_183v	0
07_184r	0
07_184v	0
07_185r	0
07_185v	0
07_186r	0
07_186v	270
07_187r	0
07_187v	270
07_188r	0
07_188v	0
07_189r	0
07_189v	270
07_190r	0
07_190v	0
07_191r	0
07_191v	0
07_192r	0
07_192v	0
07_193r	0
07_193v	0
07_194r	0
07_194v	270
07_195r	0
07_195v	0
07_196r	0
07_196v	0
07_197r	0
07_197v	0
07_198r	0
07_198v	270
07_199r	0
07_199v	0
07_200r	0
07_200v	0
07_201r	0
07_201v	0
07_202r	0
07_202v	0
07_203r	90
07_203v	270
07_204r	0
07_204v	0
07_205r	0
07_205v	0
07_206r	0
07_206v	0
07_207r	0
07_207v	0
07_208r	0
07_208v	0
07_209r	0
07_209v	0
07_210r	0
07_210v	0
07_211r	0
07_211v	0
07_212r	0
07_212v	0
07_213r	0
07_213v	270
07_214r	0
07_214v	0
07_215r	0
07_215v	0
07_216r	0
07_216v	0
07_217r	0
07_217v	0
07_218r	0
07_218v	0
07_219r	0
07_219v	0
07_220r	0
07_220v	0
07_221r	0
07_221v	0
07_222r	0
07_222v	0
07_223r	0
07_223v	0
07_224r	0
07_224v	270
07_225r	0
07_225v	270
07_226r	0
07_226v	0
07_227r	0
07_227v	0
07_228r	0
07_228v	0
07_229r	0
07_229v	0
07_230r	0
07_230v	0
07_231r	0
07_231v	0
07_232r	0
07_232v	0
07_233r	0
07_233v	0
07_234r	0
07_234v	0
07_235r	0
07_235v	0
07_236r	0
07_236v	270
07_237r	0
07_237v	0
07_238r	0
07_238v	0
07_239r	0
07_239v	0
07_240r	0
07_240v	0
07_241r	0
07_241v	270
07_242r	0
07_242v	270
07_243r	0
07_243v	0
07_244r	0
07_244v	0
07_245r	0
07_245v	0
07_246r	0
07_246v	0
07_247r	0
07_247v	270
07_248r	0
07_248v	0
07_249r	0
07_249v	0
07_250r	0
07_250v	270
07_251r	0
07_251v	0
07_252r	0
07_252v	0
07_253r	0
07_253v	0
07_254r	0
07_254v	0
07_255r	0
07_255v	0
07_256r	0
07_256v	270
07_257r	0
07_257v	0
07_258r	0
07_258v	0
07_259r	0
07_259v	0
07_260r	0
07_260v	0
07_261r	0
07_261v	0
07_262r	0
07_262v	0
07_263r	0
07_263v	0
07_264r	0
07_264v	90
07_265r	0
07_265v	270
07_266r	0
07_266v	0
07_267r	0
07_267v	0
07_268r	0
07_268v	0
07_269r	0
07_269v	0
07_270r	0
07_270v	270
07_271r	0
07_271v	270
07_272r	0
07_272v	0
07_273r	0
07_273v	0
07_274r	0
07_274v	270
07_275r	0
07_275v	0
07_276r	0
07_276v	0
07_277r	0
07_277v	0
07_278r	0
07_278v	0
07_279r	0
07_279v	0
07_280r	0
07_280v	0
07_281r	0
07_281v	0
07_282r	0
07_282v	0
07_283r	0
07_283v	270
07_284r	270
07_284v	0
07_285r	0
07_285v	0
07_286r	0
07_286v	0
07_287r	0
07_287v	0
07_288r	0
07_288v	0
07_289r	0
07_289v	270
07_290r	0
07_290v	0
07_291r	0
07_291v	270
07_292r	0
07_292v	0
07_293r	0
07_293v	0
07_294r	0
07_294v	0
07_295r	0
07_295v	0
07_296r	0
07_296v	0
07_297r	0
07_297v	0
07_298r	0
07_298v	0
07_299r	0
07_299v	270
07_300r	0
07_300v	270
07_301r	0
07_301v	270
07_302r	0
07_302v	0
07_303r	0
07_303v	0
07_304r	0
07_304v	0
07_305r	0
07_305v	270
07_306r	0
07_306v	0
07_307r	0
07_307v	0
07_308r	0
07_308v	270
07_309r	0
07_309v	0
07_310r	0
07_310v	0
07_311r	0
07_311v	0
07_312r	0
07_312v	0
07_313r	0
07_313v	270
07_314r	0
07_314v	270
08_001r	0
08_001v	0
08_002r	0
08_002v	0
08_003r	0
08_003v	0
08_004r	0
08_004v	0
08_005r	0
08_005v	0
08_006r	0
08_006v	270
08_007r	0
08_007v	270
08_008r	0
08_008v	270
08_009r	0
08_009v	0
08_010r	0
08_010v	0
08_011r	0
08_011v	0
08_012r	0
08_012v	0
08_013r	0
08_013v	0
08_014r	0
08_014v	0
08_015r	0
08_015v	270
08_016r	0
08_016v	270
08_017r	0
08_017v	0
08_018r	0
08_018v	0
08_019r	0
08_019v	0
08_020r	0
08_020v	0
08_021r	0
08_021v	0
08_022r	0
08_022v	0
08_023r	0
08_023v	0
08_024r	0
08_024v	0
08_025r	0
08_025v	270
08_026r	0
08_026v	270
08_027r	0
08_027v	0
08_028r	0
08_028v	0
08_029r	0
08_029v	0
08_030r	0
08_030v	0
08_031r	0
08_031v	270
08_032r	0
08_032v	270
08_033r	0
08_033v	0
08_034r	0
08_034v	0
08_035r	0
08_035v	0
08_036r	0
08_036v	270
08_037r	0
08_037v	0
08_038r	0
08_038v	0
08_039r	0
08_039v	270
08_040r	0
08_040v	0
08_041r	0
08_041v	0
08_042r	0
08_042v	0
08_043r	0
08_043v	270
08_044r	0
08_044v	0
08_045r	0
08_045v	0
08_046r	0
08_046v	0
08_047r	0
08_047v	270
08_048r	0
08_048v	270
08_049r	0
08_049v	0
08_050r	0
08_050v	0
08_051r	0
08_051v	0
08_052r	0
08_052v	270
08_053r	0
08_053v	0
08_054r	0
08_054v	0
08_055r	0
08_055v	0
08_056r	0
08_056v	270
08_057r	0
08_057v	0
08_058r	0
08_058v	270
08_059r	0
08_059v	270
08_060r	0
08_060v	0
08_061r	0
08_061v	0
08_062r	0
08_062v	0
08_063r	0
08_063v	0
08_064r	0
08_064v	270
08_065r	0
08_065v	0
08_066r	0
08_066v	270
08_067r	0
08_067v	0
08_068r	0
08_068v	0
08_069r	0
08_069v	0
08_070r	0
08_070v	0
08_071r	0
08_071v	0
08_072r	0
08_072v	270
08_073r	0
08_073v	270
08_074r	0
08_074v	0
08_075r	0
08_075v	0
08_076r	0
08_076v	270
08_077r	0
08_077v	0
08_078r	0
08_078v	0
08_079r	0
08_079v	0
08_080r	0
08_080v	270
08_081r	0
08_081v	0
08_082r	0
08_082v	0
08_083r	0
08_083v	270
08_084r	0
08_084v	270
08_085r	0
08_085v	0
08_086r	0
08_086v	0
08_087r	0
08_087v	0
08_088r	0
08_088v	0
08_089r	0
08_089v	180
08_090r	0
08_090v	270
08_091r	0
08_091v	0
08_092r	0
08_092v	270
08_093r	0
08_093v	0
08_094r	0
08_094v	270
08_095r	0
08_095v	0
08_096r	0
08_096v	270
08_097r	0
08_097v	270
08_098r	0
08_098v	0
08_099r	0
08_099v	0
08_100r	0
08_100v	0
08_101r	0
08_101v	0
08_102r	0
08_102v	0
08_103r	0
08_103v	0
08_104r	0
08_104v	0
08_105r	0
08_105v	0
08_106r	0
08_106v	270
08_107r	0
08_107v	0
08_108r	0
08_108v	0
08_109r	0
08_109v	0
08_110r	0
08_110v	0
08_111r	0
08_111v	0
08_112r	0
08_112v	270
08_113r	0
08_113v	0
08_114r	0
08_114v	0
08_115r	0
08_115v	0
08_116r	0
08_116v	270
08_117r	0
08_117v	270
08_118r	0
08_118v	0
08_119r	0
08_119v	270
08_120r	0
08_120v	0
08_121r	0
08_121v	0
08_122r	0
08_122v	270
08_123r	0
08_123v	270
08_124r	0
08_124v	0
08_125r	0
08_125v	0
08_126r	0
08_126v	0
08_127r	0
08_127v	0
08_128r	0
08_128v	90
08_129r	0
08_129v	270
08_130r	0
08_130v	0
08_131r	0
08_131v	0
08_132r	0
08_132v	0
08_133r	0
08_133v	270
08_134r	0
08_134v	270
08_135r	0
08_135v	0
08_136r	0
08_136v	0
08_137r	0
08_137v	0
08_138r	0
08_138v	270
08_139r	0
08_139v	270
08_140r	0
08_140v	0
08_141r	0
08_141v	0
08_142r	0
08_142v	0
08_143r	0
08_143v	0
08_144r	0
08_144v	270
08_145r	0
08_145v	270
08_146r	0
08_146v	0
08_147r	0
08_147v	0
08_148r	0
08_148v	0
08_149r	0
08_149v	0
08_150r	0
08_150v	0
08_151r	0
08_151v	0
08_152r	0
08_152v	0
08_153r	0
08_153v	270
08_154r	0
08_154v	0
08_155r	0
08_155v	0
08_156r	0
08_156v	0
08_157r	0
08_157v	270
08_158r	0
08_158v	0
08_159r	0
08_159v	0
08_160r	0
08_160v	0
08_161r	0
08_161v	0
08_162r	0
08_162v	270
08_163r	0
08_163v	0
08_164r	0
08_164v	0
08_165r	0
08_165v	0
08_166r	0
08_166v	0
08_167r	0
08_167v	0
08_168r	0
08_168v	0
08_169r	0
08_169v	0
08_170r	0
08_170v	0
08_171r	0
08_171v	0
08_172r	0
08_172v	0
08_173r	0
08_173v	0
08_174r	0
08_174v	270
08_175r	0
08_175v	0
08_176r	0
08_176v	270
08_177r	0
08_177v	0
08_178r	0
08_178v	0
08_179r	0
08_179v	0
08_180r	0
08_180v	0
08_181r	0
08_181v	270
08_182r	0
08_182v	270
08_183r	0
08_183v	0
08_184r	0
08_184v	0
08_185r	0
08_185v	0
08_186r	0
08_186v	270
08_187r	0
08_187v	0
08_188r	0
08_188v	0
08_189r	0
08_189v	0
08_190r	0
08_190v	0
08_191r	0
08_191v	270
08_192r	0
08_192v	0
08_193r	0
08_193v	0
08_194r	0
08_194v	0
08_195r	0
08_195v	270
08_196r	0
08_196v	0
08_197r	0
08_197v	0
08_198r	0
08_198v	0
08_199r	0
08_199v	0
08_200r	0
08_200v	0
08_201r	0
08_201v	0
08_202r	0
08_202v	0
08_203r	0
08_203v	0
08_204r	0
08_204v	0
08_205r	0
08_205v	0
08_206r	0
08_206v	270
08_207r	0
08_207v	0
08_208r	0
08_208v	0
08_209r	0
08_209v	270
08_210r	0
08_210v	0
08_211r	0
08_211v	0
08_212r	0
08_212v	270
08_213r	0
08_213v	0
08_214r	0
08_214v	270
08_215r	0
08_215v	0
08_216r	0
08_216v	0
08_217r	0
08_217v	0
08_218r	0
08_218v	270
08_219r	0
08_219v	0
08_220r	0
08_220v	0
08_221r	0
08_221v	0
08_222r	0
08_222v	0
08_223r	0
08_223v	0
08_224r	0
08_224v	270
08_225r	0
08_225v	0
08_226r	0
08_226v	270
08_227r	0
08_227v	0
08_228r	0
08_228v	0
08_229r	0
08_229v	0
08_230r	0
08_230v	0
08_231r	0
08_231v	270
08_232r	0
08_232v	0
08_233r	0
08_233v	0
08_234r	0
08_234v	0
08_235r	0
08_235v	0
08_236r	0
08_236v	0
08_237r	0
08_237v	0
08_238r	0
08_238v	0
08_239r	0
08_239v	270
08_240r	0
08_240v	0
08_241r	0
08_241v	0
08_242r	0
08_242v	0
08_243r	0
08_243v	270
08_244r	0
08_244v	0
08_245r	0
08_245v	0
08_246r	0
08_246v	0
08_247r	0
08_247v	0
08_248r	0
08_248v	0
08_249r	0
08_249v	0
08_250r	0
08_250v	0
08_251r	0
08_251v	0
08_252r	0
08_252v	0
08_253r	0
08_253v	0
08_254r	0
08_254v	180
08_255r	0
08_255v	0
08_256r	0
08_256v	0
08_257r	0
08_257v	0
08_258r	0
08_258v	0
08_259r	0
08_259v	0
08_260r	0
08_260v	270
08_261r	0
08_261v	0
08_262r	0
08_262v	0
08_263r	0
08_263v	270
08_264r	0
08_264v	0
08_265r	0
08_265v	0
08_266r	0
08_266v	0
08_267r	0
08_267v	270
08_268r	0
08_268v	0
08_269r	0
08_269v	0
08_270r	0
08_270v	0
08_271r	0
08_271v	0
08_272r	0
08_272v	0
08_273r	0
08_273v	0
08_274r	0
08_274v	0
08_275r	0
08_275v	0
08_276r	0
08_276v	0
08_277r	0
08_277v	0
08_278r	0
08_278v	0
08_279r	0
08_279v	0
08_280r	0
08_280v	0
08_281r	0
08_281v	0
08_282r	0
08_282v	0
08_283r	0
08_283v	0
08_284r	0
08_284v	0
08_285r	0
08_285v	0
08_286r	0
08_286v	0
08_287r	0
08_287v	0
08_288r	0
08_288v	0
08_289r	0
08_289v	0
08_290r	0
08_290v	0
08_291r	0
08_291v	0
08_292r	0
08_292v	0
08_293r	0
08_293v	0
08_294r	0
08_294v	270
08_295r	0
08_295v	270
08_296r	0
08_296v	0
08_297r	0
08_297v	0
08_298r	0
08_298v	0
08_299r	0
08_299v	0
08_300r	0
08_300v	0
08_301r	0
08_301v	270
08_302r	0
08_302v	0
08_303r	0
08_303v	0
08_304r	0
08_304v	0
08_305r	0
08_305v	0
08_306r	0
08_306v	0
08_307r	0
08_307v	270
08_308r	0
08_308v	0
08_309r	0
08_309v	270
08_310r	0
08_310v	0
08_311r	0
08_311v	0
08_312r	0
08_312v	0
08_313r	0
08_313v	270
08_314r	0
08_314v	0
08_315r	0
08_315v	0
08_316r	0
08_316v	270
08_317r	0
08_317v	0
08_318r	0
08_318v	270
08_319r	0
08_319v	0
08_320r	0
08_320v	0
08_321r	0
08_321v	0
08_322r	0
08_322v	270
08_323r	0
08_323v	0
08_324r	0
08_324v	0
08_325r	0
08_325v	0
08_326r	0
08_326v	270
08_327r	0
08_327v	0
08_328r	0
08_328v	0
08_329r	0
08_329v	0
08_330r	0
08_330v	0
08_331r	0
08_331v	0
08_332r	0
08_332v	0
08_333r	0
08_333v	270
08_334r	0
08_334v	0
08_335r	0
08_335v	0
08_336r	0
08_336v	0
08_337r	0
08_337v	0
08_338r	0
08_338v	0
08_339r	0
08_339v	0
08_340r	0
08_340v	0
08_341r	0
08_341v	0
08_342r	0
08_342v	0
08_343r	0
08_343v	270
08_344r	0
08_344v	0
08_345r	0
08_345v	0
08_346r	0
08_346v	0
08_347r	0
08_347v	270
08_348r	0
08_348v	0
08_349r	0
08_349v	270
08_350r	0
08_350v	0
08_351r	0
08_351v	0
08_352r	0
08_352v	0
08_353r	0
08_353v	0
08_354r	0
08_354v	0
08_355r	0
08_355v	0
08_356r	0
08_356v	0
08_357r	0
08_357v	0
08_358r	0
08_358v	0
08_359r	0
08_359v	0
08_360r	0
08_360v	0
08_361r	0
08_361v	0
08_362r	0
08_362v	0
08_363r	0
08_363v	0
08_364r	0
08_364v	0
08_365r	0
08_365v	0
08_366r	0
08_366v	0
08_367r	0
08_367v	270
08_368r	0
08_368v	0
08_369r	0
08_369v	0
08_370r	0
08_370v	0
08_371r	0
08_371v	180
08_372r	0
08_372v	0
08_373r	0
08_373v	0
08_374r	0
08_374v	0
08_375r	0
08_375v	0
08_376r	0
08_376v	0
08_377r	0
08_377v	0
08_378r	0
08_378v	0
08_379r	0
08_379v	0
08_380r	0
08_380v	0
08_381r	0
08_381v	0
08_382r	0
08_382v	270
08_383r	0
08_383v	0
08_384r	0
08_384v	0
08_385r	0
08_385v	0
08_386r	0
08_386v	0
08_387r	0
08_387v	0
08_388r	0
08_388v	0
08_389r	0
08_389v	0
08_390r	0
08_390v	0
08_391r	0
08_391v	0
08_392r	0
08_392v	0
08_393r	0
08_393v	0
08_394r	0
08_394v	0
08_395r	0
08_395v	0
08_396r	0
08_396v	0
08_397r	0
08_397v	0
08_398r	0
08_398v	0
08_399r	0
08_399v	0
08_400r	0
08_400v	0
08_401r	0
08_401v	0
08_402r	0
08_402v	0
08_403r	0
08_403v	0
08_404r	0
08_404v	0
08_405r	0
08_405v	0
08_406r	0
08_406v	0
08_407r	0
08_407v	0
08_408r	0
08_408v	0
08_409r	0
08_409v	0
08_410r	0
08_410v	0
08_411r	0
08_411v	0
08_412r	0
08_412v	0
08_413r	0
08_413v	0
08_414r	0
08_414v	0
08_415r	0
08_415v	0
08_416r	0
08_416v	0
08_417r	0
08_417v	0
08_418r	0
08_418v	0
08_419r	0
08_419v	0
08_420r	0
08_420v	0
08_421r	0
08_421v	0
08_422r	0
08_422v	0
08_423r	0
08_423v	0
08_424r	0
08_424v	270
08_425r	0
08_425v	0
08_426r	0
08_426v	270
08_427r	0
08_427v	0
08_428r	0
08_428v	0
08_429r	0
08_429v	270
08_430r	0
08_430v	0
08_431r	0
08_431v	0
08_432r	0
08_432v	270
08_433r	270
08_433v	90
08_434r	0
08_434v	270
08_435r	0
08_435v	0
08_436r	0
08_436v	0
08_437r	0
08_437v	0
08_438r	0
08_438v	0
08_439r	0
08_439v	270
08_440r	0
08_440v	0
08_441r	0
08_441v	0
08_442r	0
08_442v	0
08_443r	0
08_443v	270
08_444r	0
08_444v	0
08_445r	0
08_445v	0
08_446r	0
08_446v	0
08_447r	0
08_447v	0
08_448r	0
08_448v	0
08_449r	0
08_449v	0
08_450r	0
08_450v	270
08_451r	0
08_451v	0
08_452r	0
08_452v	0
08_453r	0
08_453v	0
08_454r	0
08_454v	0
08_455r	0
08_455v	0
08_456r	0
08_456v	270
08_457r	0
08_457v	0
08_458r	0
08_458v	270
08_459r	0
08_459v	0
08_460r	0
08_460v	0
08_461r	0
08_461v	0
08_462r	0
08_462v	0
08_463r	0
08_463v	0
08_464r	0
08_464v	0
08_465r	0
08_465v	0
08_466r	0
08_466v	0
08_467r	0
08_467v	0
08_468r	0
08_468v	0
08_469r	0
08_469v	0
08_470r	0
08_470v	0
08_471r	0
08_471v	270
08_472r	0
08_472v	0
08_473r	0
08_473v	0
08_474r	0
08_474v	0
08_475r	0
08_475v	270
08_476r	0
08_476v	0
08_477r	0
08_477v	0
08_478r	0
08_478v	0
08_479r	0
08_479v	0
08_480r	0
08_480v	0
08_481r	0
08_481v	0
08_482r	0
08_482v	0
08_483r	0
08_483v	0
08_484r	0
08_484v	0
08_485r	0
08_485v	0
08_486r	0
08_486v	270
08_487r	0
08_487v	0
08_488r	0
08_488v	270
08_489r	0
08_489v	0
08_490r	0
08_490v	0
08_491r	0
08_491v	0
08_492r	0
08_492v	0
08_493r	0
08_493v	0
08_494r	0
08_494v	0
09_001r	0
09_001v	0
09_002r	0
09_002v	0
09_003r	0
09_003v	0
09_004r	0
09_004v	0
09_005r	0
09_005v	270
09_006r	0
09_006v	270
09_007r	0
09_007v	0
09_008r	0
09_008v	0
09_009r	0
09_009v	0
09_010r	0
09_010v	270
09_011r	0
09_011v	0
09_012r	0
09_012v	0
09_013r	0
09_013v	0
09_014r	0
09_014v	270
09_015r	0
09_015v	0
09_016r	0
09_016v	0
09_017r	0
09_017v	270
09_018r	0
09_018v	270
09_019r	0
09_019v	0
09_020r	0
09_020v	0
09_021r	0
09_021v	270
09_022r	0
09_022v	0
09_023r	0
09_023v	0
09_024r	0
09_024v	0
09_025r	0
09_025v	270
09_026r	0
09_026v	0
09_027r	0
09_027v	270
09_028r	0
09_028v	0
09_029r	0
09_029v	0
09_030r	0
09_030v	0
09_031r	0
09_031v	0
09_032r	0
09_032v	0
09_033r	0
09_033v	0
09_034r	0
09_034v	0
09_035r	0
09_035v	0
09_036r	0
09_036v	0
09_037r	0
09_037v	0
09_038r	0
09_038v	0
09_039r	0
09_039v	270
09_040r	0
09_040v	0
09_041r	0
09_041v	270
09_042r	0
09_042v	270
09_043r	0
09_043v	0
09_044r	0
09_044v	0
09_045r	0
09_045v	0
09_046r	0
09_046v	0
09_047r	0
09_047v	0
09_048r	0
09_048v	0
09_049r	0
09_049v	0
09_050r	0
09_050v	0
09_051r	0
09_051v	0
09_052r	0
09_052v	0
09_053r	0
09_053v	0
09_054r	0
09_054v	0
09_055r	0
09_055v	0
09_056r	0
09_056v	0
09_057r	0
09_057v	0
09_058r	0
09_058v	0
09_059r	0
09_059v	0
09_060r	0
09_060v	0
09_061r	0
09_061v	0
09_062r	0
09_062v	0
09_063r	0
09_063v	0
09_064r	0
09_064v	0
09_065r	0
09_065v	0
09_066r	0
09_066v	0
09_067r	0
09_067v	0
09_068r	0
09_068v	0
09_069r	0
09_069v	0
09_070r	0
09_070v	0
09_071r	0
09_071v	0
09_072r	0
09_072v	0
09_073r	0
09_073v	0
09_074r	0
09_074v	0
09_075r	0
09_075v	0
09_076r	0
09_076v	270
09_077r	0
09_077v	0
09_078r	0
09_078v	0
09_079r	0
09_079v	0
09_080r	0
09_080v	0
09_081r	0
09_081v	0
09_082r	0
09_082v	0
09_083r	0
09_083v	270
09_084r	0
09_084v	0
09_085r	0
09_085v	0
09_086r	0
09_086v	0
09_087r	0
09_087v	0
09_088r	0
09_088v	270
09_089r	0
09_089v	270
09_090r	0
09_090v	0
09_091r	0
09_091v	0
09_092r	0
09_092v	0
09_093r	0
09_093v	0
09_094r	0
09_094v	0
09_095r	0
09_095v	0
09_096r	0
09_096v	0
09_097r	0
09_097v	0
09_098r	0
09_098v	0
09_099r	0
09_099v	270
09_100r	0
09_100v	0
09_101r	0
09_101v	0
09_102r	0
09_102v	0
09_103r	0
09_103v	270
09_104r	0
09_104v	0
09_105r	0
09_105v	0
09_106r	0
09_106v	0
09_107r	0
09_107v	270
09_108r	0
09_108v	0
09_109r	0
09_109v	0
09_110r	0
09_110v	0
09_111r	0
09_111v	0
09_112r	0
09_112v	0
09_113r	0
09_113v	0
09_114r	0
09_114v	0
09_115r	0
09_115v	0
09_116r	0
09_116v	0
09_117r	0
09_117v	0
09_118r	0
09_118v	0
09_119r	0
09_119v	0
09_121r	0
09_121v	0
09_122r	0
09_122v	0
09_123r	0
09_123v	0
09_124r	0
09_124v	0
09_125r	0
09_125v	0
09_126r	0
09_126v	0
09_127r	0
09_127v	0
09_128r	0
09_128v	0
09_129r	0
09_129v	0
09_130r	0
09_130v	0
09_131r	0
09_131v	0
09_132r	0
09_132v	0
09_133r	0
09_133v	0
09_134r	0
09_134v	0
09_135r	0
09_135v	0
09_136r	0
09_136v	0
09_137r	0
09_137v	270
09_138r	0
09_138v	0
09_139r	0
09_139v	0
09_140r	0
09_140v	0
09_141r	0
09_141v	0
09_142r	0
09_142v	90
09_143r	0
09_143v	0
09_144r	0
09_144v	0
09_145r	0
09_145v	0
09_146r	0
09_146v	0
09_147r	0
09_147v	0
09_148r	0
09_148v	0
09_149r	0
09_149v	0
09_150r	0
09_150v	0
09_151r	0
09_151v	0
09_152r	0
09_152v	0
09_153r	0
09_153v	270
09_154r	0
09_154v	0
09_155r	0
09_155v	0
09_156r	0
09_156v	0
09_157r	0
09_157v	0
09_158r	0
09_158v	0
09_159r	0
09_159v	0
09_160r	0
09_160v	0
09_161r	0
09_161v	0
09_162r	0
09_162v	0
09_163r	0
09_163v	0
09_164r	0
09_164v	0
09_165r	0
09_165v	0
09_166r	0
09_166v	0
09_167r	0
09_167v	0
09_168r	0
09_168v	0
09_169r	0
09_169v	180
09_170r	0
09_170v	0
09_171r	0
09_171v	180
09_172r	0
09_172v	0
09_173r	0
09_173v	180
09_174r	0
09_174v	0
09_175r	0
09_175v	0
09_176r	0
09_176v	0
09_177r	0
09_177v	0
09_178r	0
09_178v	0
09_179r	0
09_179v	0
09_180r	0
09_180v	0
09_181r	0
09_181v	0
09_182r	0
09_182v	0
09_183r	0
09_183v	0
09_184r	0
09_184v	0
09_185r	0
09_185v	0
09_186r	0
09_186v	0
09_187r	0
09_187v	0
09_188r	0
09_188v	0
09_189r	0
09_189v	0
09_190r	0
09_190v	0
09_191r	0
09_191v	0
09_192r	0
09_192v	0
09_193r	0
09_193v	0
09_194r	0
09_194v	270
09_195r	0
09_195v	0
09_196r	0
09_196v	0
09_197r	0
09_197v	0
09_198r	0
09_198v	0
09_199r	0
09_199v	0
09_200r	0
09_200v	0
09_201r	0
09_201v	0
09_202r	0
09_202v	0
09_203r	0
09_203v	0
09_204r	0
09_204v	0
09_205r	0
09_205v	0
09_206r	0
09_206v	0
09_207r	0
09_207v	270
09_208r	0
09_208v	0
09_209r	0
09_209v	0
09_210r	0
09_210v	270
09_211r	0
09_211v	0
09_212r	0
09_212v	0
09_213r	0
09_213v	0
09_214r	0
09_214v	0
09_215r	0
09_215v	0
09_216r	0
09_216v	0
09_217r	0
09_217v	0
09_218r	0
09_218v	0
09_219r	0
09_219v	0
09_220r	0
09_220v	0
09_221r	0
09_221v	0
09_222r	0
09_222v	0
09_223r	0
09_223v	0
09_224r	0
09_224v	0
09_225r	0
09_225v	0
09_226r	0
09_226v	0
09_227r	0
09_227v	0
09_228r	0
09_228v	0
09_229r	0
09_229v	0
09_230r	0
09_230v	0
09_231r	0
09_231v	0
09_232r	0
09_232v	0
09_233r	0
09_233v	0
09_234r	0
09_234v	0
09_235r	0
09_235v	0
09_236r	0
09_236v	0
09_237r	0
09_237v	0
09_238r	0
